source_display	target	card_type	level	word_class	gender	topic	flelex_word	freq_total
alerter	warnen	words	B2	verb		Allgemein	alerter	1.51
embarquer	einsteigen	words	B2	verb		Allgemein	embarquer	1.51
la localité	die Gemeinde	words	B2	noun	f	Allgemein	localité	1.51
le coauteur	der Co-Autor	words	B2	noun	m	Allgemein	coauteur	1.51
sublimer	sublimieren	words	B2	verb		Allgemein	sublimer	1.51
abondamment	reichlich	words	B2	adverb		Allgemein	abondamment	1.51
exhiber	ausstellen	words	B2	verb		Allgemein	exhiber	1.51
la répercussion	die Auswirkung	words	B2	noun	f	Allgemein	répercussion	1.51
le pratiquant	der Praktizierende	words	B2	noun	m	Allgemein	pratiquant	1.51
la séquence	die Sequenz	words	B2	noun	f	Allgemein	séquence	1.51
frémir	zittern	words	B2	verb		Allgemein	frémir	1.51
la parade	die Parade	words	B2	noun	f	Allgemein	parade	1.51
gonfler	aufblasen	words	B2	verb		Allgemein	gonfler	1.51
le bambin	der Kleinkind	words	B2	noun	m	Familie & Freunde	bambin	1.51
le parachute	der Fallschirm	words	B2	noun	m	Allgemein	parachute	1.51
rustique	rustikal	words	B2	adjective		Allgemein	rustique	1.51
ternir	trüben	words	B2	verb		Allgemein	ternir	1.51
refléter	reflektieren	words	B2	verb		Allgemein	refléter	1.51
saler	salzen	words	B2	verb		Essen & Trinken	saler	1.51
galant	galant	words	B2	adjective		Allgemein	galant	1.51
l'exhibition	die Ausstellung	words	B2	noun	f	Allgemein	exhibition	1.51
manipuler	manipulieren	words	B2	verb		Allgemein	manipuler	1.51
la manchette	die Schlagzeile	words	B2	noun	f	Allgemein	manchette	1.51
roumain	rumänisch	words	B2	adjective		Allgemein	roumain	1.50
égalitaire	gleichberechtigt	words	B2	adjective		Allgemein	égalitaire	1.50
l'autochtone	der Eingeborene	words	B2	noun	m	Allgemein	autochtone	1.50
valide	gültig	words	B2	adjective		Allgemein	valide	1.50
le boudoir	das Boudoir	words	B2	noun	m	Allgemein	boudoir	1.50
surpris	überrascht	words	B2	adjective		Allgemein	surpris	1.50
froidement	kalt	words	B2	adverb		Allgemein	froidement	1.50
clamer	proklamieren	words	B2	verb		Allgemein	clamer	1.50
moyenner	mitteln	words	B2	verb		Allgemein	moyenner	1.50
l'excitation	die Aufregung	words	B2	noun	f	Allgemein	excitation	1.50
serein	gelassen	words	B2	adjective		Allgemein	serein	1.50
hasardeux	riskant	words	B2	adjective		Allgemein	hasardeux	1.50
la mélancolie	die Melancholie	words	B2	noun	f	Allgemein	mélancolie	1.50
propice	förderlich	words	B2	adjective		Allgemein	propice	1.50
regrettable	bedauerlich	words	B2	adjective		Allgemein	regrettable	1.50
l'ampoule	die Glühbirne	words	B2	noun	f	Allgemein	ampoule	1.50
le regroupement	der Zusammenschluss	words	B2	noun	m	Allgemein	regroupement	1.50
follement	verrückt	words	B2	adverb		Allgemein	follement	1.50
diplomatique	diplomatisch	words	B2	adjective		Allgemein	diplomatique	1.50
le détour	der Umweg	words	B2	noun	m	Stadt & Verkehr	détour	1.50
accourir	eilen	words	B2	verb		Allgemein	accourir	1.50
l'aisance	die Leichtigkeit	words	B2	noun	f	Allgemein	aisance	1.50
trotter	trotten	words	B2	verb		Allgemein	trotter	1.50
l'aristocrate	der Aristokrat	words	B2	noun	m	Allgemein	aristocrate	1.50
affreusement	entsetzlich	words	B2	adverb		Allgemein	affreusement	1.50
la galère	die Plage	words	B2	noun	f	Allgemein	galère	1.50
induire	induzieren	words	B2	verb		Allgemein	induire	1.50
aligner	ausrichten	words	B2	verb		Allgemein	aligner	1.50
germer	keimen	words	B2	verb		Essen & Trinken	germer	1.50
la fouille	die Durchsuchung	words	B2	noun	f	Allgemein	fouille	1.49
la fresque	das Wandgemälde	words	B2	noun	f	Allgemein	fresque	1.49
l'émerveillement	das Staunen	words	B2	noun	m	Allgemein	émerveillement	1.49
la crudité	die Rohkost	words	B2	noun	f	Essen & Trinken	crudité	1.49
vaguement	vage	words	B2	adverb		Allgemein	vaguement	1.49
l'avancée	der Fortschritt	words	B2	noun	f	Allgemein	avancée	1.49
le saladier	die Salatschüssel	words	B2	noun	m	Essen & Trinken	saladier	1.49
rivaliser	konkurrieren	words	B2	verb		Allgemein	rivaliser	1.49
le juriste	der Jurist	words	B2	noun	m	Arbeit & Beruf	juriste	1.49
nocif	schädlich	words	B2	adjective		Allgemein	nocif	1.49
retentir	hallen	words	B2	verb		Allgemein	retentir	1.49
habitué	gewohnt	words	B2	adjective		Allgemein	habitué	1.49
le brouhaha	der Lärm	words	B2	noun	m	Allgemein	brouhaha	1.49
minier	bergbaulich	words	B2	adjective		Allgemein	minier	1.49
le relais	der Wechsel	words	B2	noun	m	Allgemein	relais	1.49
la souplesse	die Flexibilität	words	B2	noun	f	Allgemein	souplesse	1.49
la foulée	der Schritt	words	B2	noun	f	Sport	foulée	1.49
caler	stützen	words	B2	verb		Allgemein	caler	1.49
temporel	zeitlich	words	B2	adjective		Allgemein	temporel	1.49
éparpiller	zerstreuen	words	B2	verb		Allgemein	éparpiller	1.49
concernant	bezüglich	words	B2	preposition		Allgemein	concernant	1.49
feuilleter	blättern	words	B2	verb		Allgemein	feuilleter	1.49
fréquemment	häufig	words	B2	adverb		Allgemein	fréquemment	1.49
la passerelle	die Brücke	words	B2	noun	f	Stadt & Verkehr	passerelle	1.49
l'orme	der Ulme	words	B2	noun	m	Tiere & Natur	orme	1.49
perdurer	fortdauern	words	B2	verb		Allgemein	perdurer	1.49
le pote	der Kumpel	words	B2	noun	m	Familie & Freunde	pote	1.49
incurable	unheilbar	words	B2	adjective		Körper & Gesundheit	incurable	1.48
l'opposant	der Gegner	words	B2	noun	m	Allgemein	opposant	1.48
l'avant-goût	der Vorgeschmack	words	B2	noun	m	Essen & Trinken	avant-goût	1.48
le lézard	der Eidechse	words	B2	noun	m	Tiere & Natur	lézard	1.48
aléatoire	zufällig	words	B2	adjective		Allgemein	aléatoire	1.48
le biais	der Bias	words	B2	noun	m	Allgemein	biais	1.48
participatif	partizipativ	words	B2	adjective		Allgemein	participatif	1.48
le terminus	der Endpunkt	words	B2	noun	m	Stadt & Verkehr	terminus	1.48
recycler	recyceln	words	B2	verb		Allgemein	recycler	1.48
la bulle	die Blase	words	B2	noun	f	Allgemein	bulle	1.48
les fiançailles	die Verlobung	words	B2	noun	f	Familie & Freunde	fiançailles	1.48
hanter	spuken	words	B2	verb		Allgemein	hanter	1.48
la convocation	die Einladung	words	B2	noun	f	Schule & Bildung	convocation	1.48
la marine	die Marine	words	B2	noun	f	Allgemein	marine	1.48
la querelle	der Streit	words	B2	noun	f	Familie & Freunde	querelle	1.48
désireux	begierig	words	B2	adjective		Gefühle & Charakter	désireux	1.48
la prédisposition	die Veranlagung	words	B2	noun	f	Allgemein	prédisposition	1.48
bronzer	bräunen	words	B2	verb		Körper & Gesundheit	bronzer	1.48
hautain	hochmütig	words	B2	adjective		Gefühle & Charakter	hautain	1.48
pavaner	prahlen	words	B2	verb		Gefühle & Charakter	pavaner	1.48
puiser	schöpfen	words	B2	verb		Allgemein	puiser	1.48
soi-disant	selbsternannt	words	B2	adjective		Allgemein	soi-disant	1.48
panique	panikieren	words	B2	verb		Gefühle & Charakter	paniquer	1.48
la lentille	die Linse	words	B2	noun	f	Essen & Trinken	lentille	1.48
la séduction	die Verführung	words	B2	noun	f	Gefühle & Charakter	séduction	1.48
distinctement	deutlich	words	B2	adverb		Allgemein	distinctement	1.48
le lieutenant	der Leutnant	words	B2	noun	m	Allgemein	lieutenant	1.48
l'envoyé	der Gesandte	words	B2	noun	m	Allgemein	envoyé	1.47
inventif	einfallsreich	words	B2	adjective		Allgemein	inventif	1.47
le mandat	das Mandat	words	B2	noun	m	Allgemein	mandat	1.47
socioculturel	soziokulturell	words	B2	adjective		Allgemein	socioculturel	1.47
le novateur	der Innovator	words	B2	noun	m	Allgemein	novateur	1.47
le couvert	das Besteck	words	B2	noun	m	Essen & Trinken	couvert	1.47
entrouvrir	anlehnen	words	B2	verb		Allgemein	entrouvrir	1.47
la tauromachie	der Stierkampf	words	B2	noun	f	Allgemein	tauromachie	1.47
chaleureusement	herzlich	words	B2	adverb		Allgemein	chaleureusement	1.47
la saleté	der Schmutz	words	B2	noun	f	Allgemein	saleté	1.47
le billard	das Billard	words	B2	noun	m	Freizeit & Hobbys	billard	1.47
emboîter	einfügen	words	B2	verb		Allgemein	emboîter	1.47
l'audition	die Anhörung	words	B2	noun	f	Allgemein	audition	1.47
amorcer	einleiten	words	B2	verb		Allgemein	amorcer	1.47
l'aune	die Elle	words	B2	noun	f	Allgemein	aune	1.47
couramment	fließend	words	B2	adverb		Allgemein	couramment	1.47
départemental	departemental	words	B2	adjective		Allgemein	départemental	1.47
le téléviseur	der Fernseher	words	B2	noun	m	Medien & Technik	téléviseur	1.47
le bonus	der Bonus	words	B2	noun	m	Allgemein	bonus	1.47
l'autruche	die Strauß	words	B2	noun	f	Tiere & Natur	autruche	1.47
l'injonction	die Anordnung	words	B2	noun	f	Allgemein	injonction	1.47
physiologique	physiologisch	words	B2	adjective		Körper & Gesundheit	physiologique	1.47
le filon	der Erzgang	words	B2	noun	m	Allgemein	filon	1.47
formel	formell	words	B2	adjective		Allgemein	formel	1.47
inépuisable	unerschöpflich	words	B2	adjective		Allgemein	inépuisable	1.47
récurrent	wiederkehrend	words	B2	adjective		Allgemein	récurrent	1.47
çà	hier	words	B2	adverb		Allgemein	çà	1.47
embarrasser	verlegen machen	words	B2	verb		Gefühle & Charakter	embarrasser	1.47
le gadget	das Gadget	words	B2	noun	m	Allgemein	gadget	1.47
enfanter	gebären	words	B2	verb		Körper & Gesundheit	enfanter	1.47
la lucidité	die Klarheit	words	B2	noun	f	Allgemein	lucidité	1.47
le parachutisme	das Fallschirmspringen	words	B2	noun	m	Sport	parachutisme	1.46
la canicule	die Hitzewelle	words	B2	noun	f	Wetter & Jahreszeiten	canicule	1.46
la cascade	der Wasserfall	words	B2	noun	f	Tiere & Natur	cascade	1.46
l'arrivant	der Ankommende	words	B2	noun	m	Reisen & Urlaub	arrivant	1.46
passionnel	leidenschaftlich	words	B2	adjective		Gefühle & Charakter	passionnel	1.46
scruter	genau untersuchen	words	B2	verb		Allgemein	scruter	1.46
déjouer	vereiteln	words	B2	verb		Allgemein	déjouer	1.46
le kiosque	der Kiosk	words	B2	noun	m	Stadt & Verkehr	kiosque	1.46
la vit	das Glas	words	B2	noun	f	Wohnen & Haus	vit	1.46
déchiffrer	entschlüsseln	words	B2	verb		Allgemein	déchiffrer	1.46
diluer	verdünnen	words	B2	verb		Allgemein	diluer	1.46
irréversible	irreversibel	words	B2	adjective		Allgemein	irréversible	1.46
le méthane	das Methan	words	B2	noun	m	Allgemein	méthane	1.46
l'expatriation	die Auswanderung	words	B2	noun	f	Reisen & Urlaub	expatriation	1.46
insultant	beleidigend	words	B2	adjective		Allgemein	insultant	1.46
maquiller	schminken	words	B2	verb		Körper & Gesundheit	maquiller	1.46
le bilinguisme	die Zweisprachigkeit	words	B2	noun	m	Schule & Bildung	bilinguisme	1.46
la thérapie	die Therapie	words	B2	noun	f	Körper & Gesundheit	thérapie	1.46
le racket	der Erpressung	words	B2	noun	m	Allgemein	racket	1.46
la brosse	die Bürste	words	B2	noun	f	Körper & Gesundheit	brosse	1.46
le savon	die Seife	words	B2	noun	m	Essen & Trinken	savon	1.45
le clic	der Klick	words	B2	noun	m	Medien & Technik	clic	1.45
le coiffeur	der Friseur	words	B2	noun	m	Körper & Gesundheit	coiffeur	1.45
la consécration	die Weihe	words	B2	noun	f	Allgemein	consécration	1.45
interviewer	interviewen	words	B2	verb		Allgemein	interviewer	1.45
vraisemblablement	vermutlich	words	B2	adverb		Allgemein	vraisemblablement	1.45
l'emprunt	das Darlehen	words	B2	noun	m	Einkaufen & Geld	emprunt	1.45
la terreur	der Terror	words	B2	noun	f	Allgemein	terreur	1.45
arrogant	arrogant	words	B2	adjective		Gefühle & Charakter	arrogant	1.45
préventif	präventiv	words	B2	adjective		Allgemein	préventif	1.45
nautique	nautisch	words	B2	adjective		Sport	nautique	1.45
la pleure	das Weinen	words	B2	noun	f	Gefühle & Charakter	pleure	1.45
malais	malaiisch	words	B2	adjective		Allgemein	malais	1.45
simpliste	simplistisch	words	B2	adjective		Allgemein	simpliste	1.45
le menuisier	der Tischler	words	B2	noun	m	Arbeit & Beruf	menuisier	1.45
la postérité	die Nachwelt	words	B2	noun	f	Allgemein	postérité	1.45
changeant	wechselhaft	words	B2	adjective		Allgemein	changeant	1.45
défaillir	ohnmächtig werden	words	B2	verb		Körper & Gesundheit	défaillir	1.45
la malice	die List	words	B2	noun	f	Allgemein	malice	1.45
coloniser	kolonisieren	words	B2	verb		Allgemein	coloniser	1.44
l'essuie-glace	der Scheibenwischer	words	B2	noun	m	Allgemein	essuie-glace	1.44
aromatique	aromatisch	words	B2	adjective		Essen & Trinken	aromatique	1.44
l'ascension	die Besteigung	words	B2	noun	f	Sport	ascension	1.44
impitoyable	gnadenlos	words	B2	adjective		Allgemein	impitoyable	1.44
la contre-culture	die Gegenkultur	words	B2	noun	f	Allgemein	contre-culture	1.44
le devis	der Kostenvoranschlag	words	B2	noun	m	Einkaufen & Geld	devis	1.44
la navigation	die Navigation	words	B2	noun	f	Medien & Technik	navigation	1.44
la bordure	die Bordüre	words	B2	noun	f	Allgemein	bordure	1.44
le major	der Major	words	B2	noun	m	Allgemein	major	1.44
adonner	widmen	words	B2	verb		Allgemein	adonner	1.44
le traîneau	der Schlitten	words	B2	noun	m	Freizeit & Hobbys	traîneau	1.44
l'icône	das Symbol	words	B2	noun	f	Allgemein	icône	1.44
idem	ebenso	words	B2	adverb		Allgemein	idem	1.44
le déguisement	das Kostüm	words	B2	noun	m	Allgemein	déguisement	1.44
feindre	vortäuschen	words	B2	verb		Allgemein	feindre	1.44
la perfection	die Perfektion	words	B2	noun	f	Allgemein	perfection	1.44
enivrer	betrinken	words	B2	verb		Essen & Trinken	enivrer	1.44
sensibiliser	sensibilisieren	words	B2	verb		Allgemein	sensibiliser	1.44
le cocotier	die Kokospalme	words	B2	noun	m	Tiere & Natur	cocotier	1.44
le repérage	die Ortung	words	B2	noun	m	Allgemein	repérage	1.44
énergique	energisch	words	B2	adjective		Allgemein	énergique	1.43
le germe	der Keim	words	B2	noun	m	Körper & Gesundheit	germe	1.43
l'économiste	der Ökonom	words	B2	noun	m	Arbeit & Beruf	économiste	1.43
réutiliser	wiederverwenden	words	B2	verb		Allgemein	réutiliser	1.43
agile	agil	words	B2	adjective		Allgemein	agile	1.43
le gala	der Gala	words	B2	noun	m	Allgemein	gala	1.43
la crotte	der Kot	words	B2	noun	f	Tiere & Natur	crotte	1.43
le tsunami	der Tsunami	words	B2	noun	m	Allgemein	tsunami	1.43
mutiler	verstümmeln	words	B2	verb		Allgemein	mutiler	1.43
le sifflement	das Pfeifen	words	B2	noun	m	Allgemein	sifflement	1.43
la natte	der Zopf	words	B2	noun	f	Körper & Gesundheit	natte	1.43
individualisé	individualisiert	words	B2	adjective		Allgemein	individualisé	1.43
optimal	optimal	words	B2	adjective		Allgemein	optimal	1.43
le pronostic	die Prognose	words	B2	noun	m	Allgemein	pronostic	1.43
fusiller	erschießen	words	B2	verb		Allgemein	fusiller	1.43
la guêpe	die Wespe	words	B2	noun	f	Tiere & Natur	guêpe	1.43
le porte-parole	der Sprecher	words	B2	noun	m	Allgemein	porte-parole	1.43
désespérant	verzweifelt	words	B2	adjective		Allgemein	désespérant	1.43
le joaillier	der Juwelier	words	B2	noun	m	Arbeit & Beruf	joaillier	1.42
le parasol	der Sonnenschirm	words	B2	noun	m	Wohnen & Haus	parasol	1.42
la détente	die Entspannung	words	B2	noun	f	Allgemein	détente	1.42
la diligence	die Sorgfalt	words	B2	noun	f	Allgemein	diligence	1.42
contourner	umgehen	words	B2	verb		Allgemein	contourner	1.42
paternel	väterlich	words	B2	adjective		Familie & Freunde	paternel	1.42
le voyou	der Gauner	words	B2	noun	m	Allgemein	voyou	1.42
camoufler	verstecken	words	B2	verb		Allgemein	camoufler	1.42
la classification	die Klassifizierung	words	B2	noun	f	Allgemein	classification	1.42
hydroélectrique	wasserkraft	words	B2	adjective		Allgemein	hydroélectrique	1.42
la paume	die Handfläche	words	B2	noun	f	Körper & Gesundheit	paume	1.41
l'acception	die Bedeutung	words	B2	noun	f	Allgemein	acception	1.41
l'expertise	die Expertise	words	B2	noun	f	Allgemein	expertise	1.41
invraisemblable	unwahrscheinlich	words	B2	adjective		Allgemein	invraisemblable	1.41
ambulant	ambulant	words	B2	adjective		Körper & Gesundheit	ambulant	1.41
rigide	rigid	words	B2	adjective		Allgemein	rigide	1.41
le jardinage	die Gartenarbeit	words	B2	noun	m	Freizeit & Hobbys	jardinage	1.41
endetter	verschulden	words	B2	verb		Allgemein	endetter	1.41
exagéré	übertrieben	words	B2	adjective		Allgemein	exagéré	1.41
le ducat	der Dukat	words	B2	noun	m	Einkaufen & Geld	ducat	1.41
le heaume	der Helm	words	B2	noun	m	Allgemein	heaume	1.41
abasourdir	verblüffen	words	B2	verb		Allgemein	abasourdir	1.41
ardu	schwierig	words	B2	adjective		Allgemein	ardu	1.41
l'intuition	die Intuition	words	B2	noun	f	Allgemein	intuition	1.41
désaltérer	löschen	words	B2	verb		Essen & Trinken	désaltérer	1.41
la pédale	die Pedale	words	B2	noun	f	Allgemein	pédale	1.41
la rareté	die Seltenheit	words	B2	noun	f	Allgemein	rareté	1.40
la cheville	die Knöchel	words	B2	noun	f	Körper & Gesundheit	cheville	1.40
la concertation	die Beratung	words	B2	noun	f	Allgemein	concertation	1.40
la prudence	die Vorsicht	words	B2	noun	f	Allgemein	prudence	1.40
bricoler	basteln	words	B2	verb		Freizeit & Hobbys	bricoler	1.40
le ciment	der Zement	words	B2	noun	m	Allgemein	ciment	1.40
la lavandière	die Wäscherin	words	B2	noun	f	Allgemein	lavandière	1.40
le designer	der Designer	words	B2	noun	m	Allgemein	designer	1.40
le buveur	der Trinker	words	B2	noun	m	Essen & Trinken	buveur	1.40
l'applaudissement	der Applaus	words	B2	noun	m	Allgemein	applaudissement	1.40
courtois	höflich	words	B2	adjective		Begrüßung & Höflichkeit	courtois	1.40
la connotation	die Konnotation	words	B2	noun	f	Allgemein	connotation	1.40
le rallye	der Rallye	words	B2	noun	m	Allgemein	rallye	1.40
le duel	der Duell	words	B2	noun	m	Allgemein	duel	1.40
rassurant	beruhigend	words	B2	adjective		Allgemein	rassurant	1.40
initial	anfänglich	words	B2	adjective		Allgemein	initial	1.40
le contrebandier	der Schmuggler	words	B2	noun	m	Allgemein	contrebandier	1.39
roser	rosen	words	B2	verb		Allgemein	roser	1.39
l'aubaine	das Schnäppchen	words	B2	noun	f	Einkaufen & Geld	aubaine	1.39
le juré	der Geschworene	words	B2	noun	m	Allgemein	juré	1.39
l'enclave	die Enklave	words	B2	noun	f	Allgemein	enclave	1.39
le raisin	die Traube	words	B2	noun	m	Essen & Trinken	raisin	1.39
l'impossibilité	die Unmöglichkeit	words	B2	noun	f	Allgemein	impossibilité	1.39
fervent	eifrig	words	B2	adjective		Allgemein	fervent	1.38
l'étendue	die Ausdehnung	words	B2	noun	f	Allgemein	étendue	1.38
l'effraie	die Schleiereule	words	B2	noun	f	Tiere & Natur	effraie	1.38
orphelin	waisen	words	B2	adjective		Allgemein	orphelin	1.38
la dérogation	die Ausnahme	words	B2	noun	f	Allgemein	dérogation	1.38
le snobisme	der Snobismus	words	B2	noun	m	Allgemein	snobisme	1.38
le distributeur	der Verteiler	words	B2	noun	m	Allgemein	distributeur	1.38
le participe	das Partizip	words	B2	noun	m	Grammatik & Struktur	participe	1.38
la vogue	der Trend	words	B2	noun	f	Allgemein	vogue	1.37
le tabouret	der Hocker	words	B2	noun	m	Wohnen & Haus	tabouret	1.37
exceptionnellement	außergewöhnlich	words	B2	adverb		Allgemein	exceptionnellement	1.37
le môme	das Kind	words	B2	noun	m	Familie & Freunde	môme	1.37
nager	schwimmen	words	B2	verb		Sport	nager	1.37
le reptile	das Reptil	words	B2	noun	m	Tiere & Natur	reptile	1.37
entre-temps	in der Zwischenzeit	words	B2	adverb		Allgemein	entre-temps	1.36
désespéré	verzweifelt	words	B2	adjective		Gefühle & Charakter	désespéré	1.36
inhabituel	ungewöhnlich	words	B2	adjective		Allgemein	inhabituel	1.36
la cassette	die Kassette	words	B2	noun	f	Allgemein	cassette	1.36
la chorale	der Chor	words	B2	noun	f	Allgemein	chorale	1.36
exclusivement	ausschließlich	words	B2	adverb		Allgemein	exclusivement	1.36
conditionné	verpackt	words	B2	adjective		Allgemein	conditionné	1.36
le mulet	der Muli	words	B2	noun	m	Tiere & Natur	mulet	1.36
flatter	schmeicheln	words	B2	verb		Allgemein	flatter	1.36
la crue	die Flut	words	B2	noun	f	Allgemein	crue	1.36
le gourmet	der Feinschmecker	words	B2	noun	m	Essen & Trinken	gourmet	1.36
le verrou	das Schloss	words	B2	noun	m	Allgemein	verrou	1.35
l'attache	die Befestigung	words	B2	noun	f	Allgemein	attache	1.35
la capture	die Erfassung	words	B2	noun	f	Allgemein	capture	1.35
conformer	anpassen	words	B2	verb		Allgemein	conformer	1.35
la rame	der Ruder	words	B2	noun	f	Allgemein	rame	1.35
fuser	fusionieren	words	B2	verb		Allgemein	fuser	1.35
le porte-bonheur	der Glücksbringer	words	B2	noun	m	Allgemein	porte-bonheur	1.35
démonter	demontieren	words	B2	verb		Allgemein	démonter	1.35
la cuiller	der Löffel	words	B2	noun	f	Essen & Trinken	cuiller	1.35
le micro-ordinateur	der Mikrocomputer	words	B2	noun	m	Medien & Technik	micro-ordinateur	1.35
le réfrigérateur	der Kühlschrank	words	B2	noun	m	Wohnen & Haus	réfrigérateur	1.35
le génome	das Genom	words	B2	noun	m	Allgemein	génome	1.35
l'appréciation	die Wertschätzung	words	B2	noun	f	Allgemein	appréciation	1.34
le caoutchouc	der Gummi	words	B2	noun	m	Allgemein	caoutchouc	1.34
cogner	hauen	words	B2	verb		Allgemein	cogner	1.34
faufiler	schlüpfen	words	B2	verb		Allgemein	faufiler	1.34
pétrir	kneten	words	B2	verb		Essen & Trinken	pétrir	1.34
l'acharnement	der Eifer	words	B2	noun	m	Allgemein	acharnement	1.34
typer	tippen	words	B2	verb		Allgemein	typer	1.34
la couturière	die Schneiderin	words	B2	noun	f	Arbeit & Beruf	couturière	1.34
espéré	erhofft	words	B2	adjective		Allgemein	espéré	1.34
la plongée	der Tauchgang	words	B2	noun	f	Sport	plongée	1.34
le poussin	das Küken	words	B2	noun	m	Tiere & Natur	poussin	1.34
sympathiser	sympathisieren	words	B2	verb		Allgemein	sympathiser	1.34
exhorter	auffordern	words	B2	verb		Allgemein	exhorter	1.34
la pagaille	das Durcheinander	words	B2	noun	f	Allgemein	pagaille	1.34
la tuilerie	die Ziegelfabrik	words	B2	noun	f	Allgemein	tuilerie	1.34
le promis	das Versprechen	words	B2	noun	m	Allgemein	promis	1.34
le remède	das Heilmittel	words	B2	noun	m	Körper & Gesundheit	remède	1.34
le scoop	die Sensation	words	B2	noun	m	Medien & Technik	scoop	1.34
réservé	reserviert	words	B2	adjective		Allgemein	réservé	1.33
la panoplie	die Auswahl	words	B2	noun	f	Allgemein	panoplie	1.33
l'aura	die Aura	words	B2	noun	f	Allgemein	aura	1.33
écrouler	einstürzen	words	B2	verb		Allgemein	écrouler	1.33
le revers	die Rückseite	words	B2	noun	m	Allgemein	revers	1.33
l'agenda	der Terminkalender	words	B2	noun	m	Allgemein	agenda	1.33
la madeleine	die Madeleine	words	B2	noun	f	Essen & Trinken	madeleine	1.33
assouvir	stillen	words	B2	verb		Allgemein	assouvir	1.33
usagé	gebraucht	words	B2	adjective		Allgemein	usagé	1.33
consoler	trösten	words	B2	verb		Körper & Gesundheit	consoler	1.32
le patinage	das Eislaufen	words	B2	noun	n	Sport	patinage	1.32
la trompe	die Trompete	words	B2	noun	f	Musik	trompe	1.32
la contraction	die Kontraktion	words	B2	noun	f	Allgemein	contraction	1.32
la bouillabaisse	die Bouillabaisse	words	B2	noun	f	Essen & Trinken	bouillabaisse	1.32
la confession	das Geständnis	words	B2	noun	f	Allgemein	confession	1.32
la superficie	die Fläche	words	B2	noun	f	Allgemein	superficie	1.32
tertiaire	tertiär	words	B2	adjective		Allgemein	tertiaire	1.32
agro-alimentaire	agrarisch	words	B2	adjective		Essen & Trinken	agro-alimentaire	1.32
le gisement	das Vorkommen	words	B2	noun	m	Allgemein	gisement	1.32
la saveur	der Geschmack	words	B2	noun	f	Essen & Trinken	saveur	1.32
emblématique	emblematisch	words	B2	adjective		Allgemein	emblématique	1.31
l'abattoir	das Schlachthaus	words	B2	noun	n	Essen & Trinken	abattoir	1.31
enthousiasmer	begeistern	words	B2	verb		Allgemein	enthousiasmer	1.31
septième	siebte	words	B2	adjective		Zahlen & Mengen	septième	1.31
le désaccord	die Uneinigkeit	words	B2	noun	m	Allgemein	désaccord	1.31
le questionnaire	der Fragebogen	words	B2	noun	m	Schule & Bildung	questionnaire	1.31
le dialecte	der Dialekt	words	B2	noun	m	Allgemein	dialecte	1.31
allergique	allergisch	words	B2	adjective		Körper & Gesundheit	allergique	1.31
le gitan	der Zigeuner	words	B2	noun	m	Allgemein	gitan	1.31
géologique	geologisch	words	B2	adjective		Allgemein	géologique	1.30
le surf	das Surfen	words	B2	noun	m	Sport	surf	1.30
pfff	pfff	words	B2	interjection		Allgemein	pfff	1.30
faussement	fälschlicherweise	words	B2	adverb		Allgemein	faussement	1.30
la fourrure	das Fell	words	B2	noun	f	Kleidung & Mode	fourrure	1.30
le vestibule	der Vorraum	words	B2	noun	m	Wohnen & Haus	vestibule	1.30
divin	göttlich	words	B2	adjective		Allgemein	divin	1.30
le grincement	das Quietschen	words	B2	noun	m	Allgemein	grincement	1.29
acclamer	applaudieren	words	B2	verb		Allgemein	acclamer	1.29
le machiniste	der Maschinenführer	words	B2	noun	m	Arbeit & Beruf	machiniste	1.29
la rondelle	die Scheibe	words	B2	noun	f	Allgemein	rondelle	1.29
la truite	die Forelle	words	B2	noun	f	Essen & Trinken	truite	1.29
marrer	lachen	words	B2	verb		Freizeit & Hobbys	marrer	1.29
la prononciation	die Aussprache	words	B2	noun	f	Schule & Bildung	prononciation	1.29
l'anesthésique	das Anästhetikum	words	B2	noun	m	Körper & Gesundheit	anesthésique	1.29
commémorer	gedenken	words	B2	verb		Allgemein	commémorer	1.29
le sultan	der Sultan	words	B2	noun	m	Allgemein	sultan	1.29
rigoler	lachen	words	B2	verb		Freizeit & Hobbys	rigoler	1.29
alpin	alpin	words	B2	adjective		Sport	alpin	1.29
déterminé	entschlossen	words	B2	adjective		Allgemein	déterminé	1.28
malhonnête	unehrlich	words	B2	adjective		Allgemein	malhonnête	1.28
l'infidèle	der Untreue	words	B2	adjective	m	Allgemein	infidèle	1.28
la fraternité	die Brüderlichkeit	words	B2	noun	f	Allgemein	fraternité	1.28
le recruteur	der Recruiter	words	B2	noun	m	Arbeit & Beruf	recruteur	1.28
le compatriote	der Landsmann	words	B2	noun	m	Allgemein	compatriote	1.28
piétiner	stampfen	words	B2	verb		Allgemein	piétiner	1.28
l'alibi	das Alibi	words	B2	noun	m	Allgemein	alibi	1.28
féodal	feudal	words	B2	adjective		Allgemein	féodal	1.27
téter	saugen	words	B2	verb		Körper & Gesundheit	téter	1.27
volumineux	voluminös	words	B2	adjective		Allgemein	volumineux	1.27
le gym	die Turnhalle	words	B2	noun	f	Sport	gym	1.27
exporter	exportieren	words	B2	verb		Allgemein	exporter	1.27
ouh	oh	words	B2	interjection		Allgemein	ouh	1.27
l'associé	der Partner	words	B2	noun	m	Arbeit & Beruf	associé	1.26
continental	kontinental	words	B2	adjective		Allgemein	continental	1.25
