source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
la protestation	Protest	words	B2	noun	feminine	protestation	4.35
combler	stillen	words	B2	verb		combler	4.35
accessoire	Bei	words	B2	noun		accessoire	4.34
la copie	Kopie	words	B2	noun	feminine	copie	4.34
gros	klebrig	words	B2	adverb		gros	4.34
pittoresque	malerisch	words	B2	adjective		pittoresque	4.33
le fermier	Bauer	words	B2	noun	masculine	fermier	4.33
logique	logisch	words	B2	adjective		logique	4.30
superficiel	flach	words	B2	adjective	masculine	superficiel	4.26
accessible	erwerbbar	words	B2	adjective		accessible	4.25
le forum	Forum	words	B2	noun	masculine	forum	4.25
la sauce	Soße	words	B2	noun	feminine	sauce	4.25
rationnel	rational	words	B2	adjective		rationnel	4.24
l' axe	Achse	words	B2	noun	masculine	axe	4.24
l' aspiration	Sog	words	B2	noun	feminine	aspiration	4.24
dissimuler	verbergen	words	B2	verb		dissimuler	4.24
la recommandation	Warnung	words	B2	noun	feminine	recommandation	4.23
affiner	läutern	words	B2	verb		affiner	4.23
la vitamine	Vitamin	words	B2	noun	feminine	vitamine	4.23
comparable	komparabel	words	B2	adjective		comparable	4.23
la prestation	Leistung	words	B2	noun	feminine	prestation	4.23
la lueur	Schein	words	B2	noun	feminine	lueur	4.22
la composante	Komponente	words	B2	noun	feminine	composante	4.21
proportionnel	proportional	words	B2	adjective		proportionnel	4.21
monstrueux	ungeheuer	words	B2	adjective		monstrueux	4.20
gouverner	regieren	words	B2	verb		gouverner	4.20
le Gaspard	Caspar	words	B2	noun	masculine	gaspard	4.20
le bouchon	Stau	words	B2	noun	masculine	bouchon	4.19
criminel	kriminell	words	B2	adjective	masculine	criminel	4.19
le cap	Kap	words	B2	noun	masculine	cap	4.18
le partenariat	Partnerschaft	words	B2	noun	masculine	partenariat	4.18
l' adolescence	Jugend	words	B2	noun	feminine	adolescence	4.18
la sueur	Schweiß	words	B2	noun	feminine	sueur	4.18
adieu	Lebewohl	phrases	B2	interjection	masculine	adieu	4.17
la librairie	Buchladen	words	B2	noun	feminine	librairie	4.17
advenir	geschehen	words	B2	verb		advenir	4.16
meubler	möblieren	words	B2	verb		meubler	4.15
la phase	Phase	words	B2	noun	feminine	phase	4.15
festif	festlich	words	B2	adjective	masculine	festif	4.15
tunisien	tunesisch	words	B2	adjective	masculine	tunisien	4.15
le coffre	Kiste	words	B2	noun	masculine	coffre	4.12
Arabe	Araberin	words	B2	adjective		arabe	4.11
l' habitat	Lebensraum	words	B2	noun	masculine	habitat	4.10
fouiller	forschen	words	B2	verb		fouiller	4.09
le chirurgien	Chirurg	words	B2	noun	masculine	chirurgien	4.07
effrayer	entsetzen	words	B2	verb		effrayer	4.07
redouter	fürchten	words	B2	verb		redouter	4.07
militant	Aktivist	words	B2	adjective	masculine	militant	4.05
escalader	steigen	words	B2	verb		escalader	4.04
freiner	hemmen	words	B2	verb		freiner	4.04
le fondement	Stiftung	words	B2	noun	masculine	fondement	4.02
l' immobilier	Immobilie	words	B2	noun	masculine	immobilier	4.01
parlementaire	parlementaire	words	B2	adjective		parlementaire	4.00
le lectorat	Lektorat	words	B2	noun	masculine	lectorat	4.00
racheter	erlösen	words	B2	verb		racheter	3.99
l' acceptation	Annahme	words	B2	noun	feminine	acceptation	3.97
le vignoble	Weinberg	words	B2	noun	masculine	vignoble	3.95
la fourmi	Ameise	words	B2	noun	feminine	fourmi	3.95
le classique	Klassiker	words	B2	noun	masculine	classique	3.93
le vicomte	Vicomte	words	B2	noun	masculine	vicomte	3.93
couronner	krönen	words	B2	verb		couronner	3.92
enflammer	anzünden	words	B2	verb		enflammer	3.92
l' admirateur	Bewunderer	words	B2	noun	masculine	admirateur	3.92
garnir	besetzen	words	B2	verb		garnir	3.91
crever	bersten	words	B2	verb		crever	3.91
l' interruption	Interruption	words	B2	noun	feminine	interruption	3.90
mentionner	nennen	words	B2	verb		mentionner	3.90
scandinave	skandinavisch	words	B2	adjective		scandinave	3.89
le lustre	Lüster	words	B2	noun	masculine	lustre	3.88
boucher	stopfen	words	B2	adjective		boucher	3.88
le piano	Piano	words	B2	noun	masculine	piano	3.88
parfumer	parfümieren	words	B2	verb		parfumer	3.87
excessif	übermäßig	words	B2	adjective		excessif	3.86
le bienfait	Wohltat	words	B2	noun	masculine	bienfait	3.85
la digue	Deich	words	B2	noun	feminine	digue	3.84
la côte	Hang	words	B2	noun	feminine	cote	3.80
le sceau	Siegel	words	B2	noun	masculine	sceau	3.78
le marin	See	words	B2	noun	masculine	marin	3.78
l' agression	Aggression	words	B2	noun	feminine	agression	3.77
piloter	führen	words	B2	verb		piloter	3.77
pacifique	friedlich	words	B2	adjective		pacifique	3.77
gros	klebrig	words	B2	noun		gros	3.77
le trimestre	Quartal	words	B2	noun	masculine	trimestre	3.76
spirituel	witzig	words	B2	adjective		spirituel	3.75
somptueux	luxuriös	words	B2	adjective		somptueux	3.75
le dictionnaire	Diktionär	words	B2	noun	masculine	dictionnaire	3.74
le vice	Makel	words	B2	noun	masculine	vice	3.74
le glacier	Kees	words	B2	noun	masculine	glacier	3.73
la chaire	Kanzel	words	B2	noun	feminine	chaire	3.73
relater	darlegen	words	B2	verb		relater	3.72
le guichet	Türchen	words	B2	noun	masculine	guichet	3.72
la croisade	Feldzug	words	B2	noun	feminine	croisade	3.72
jadis	einstens	words	B2	adverb		jadis	3.72
l' investissement	Anlage	words	B2	noun	masculine	investissement	3.71
la diva	Diva	words	B2	noun	feminine	diva	3.71
le pharmacien	Apotheker	words	B2	noun	masculine	pharmacien	3.70
l' abus	Missbrauch	words	B2	noun	masculine	abus	3.69
le recul	Abstand	words	B2	noun	masculine	recul	3.69
l' encre	Tinte	words	B2	noun	feminine	encre	3.68
complexe	komplex	words	B2	noun		complexe	3.68
le jardinier	Gärtner	words	B2	noun	masculine	jardinier	3.67
banaliser	banalisieren	words	B2	verb		banaliser	3.66
plan	Entwurf	words	B2	adjective	masculine	plan	3.65
la prose	Prosa	words	B2	noun	feminine	prose	3.64
approfondir	vertiefen	words	B2	verb		approfondir	3.64
conjuguer	konjugieren	words	B2	verb		conjuguer	3.64
potable	trinkbar	words	B2	adjective		potable	3.63
expert	Experte	words	B2	adjective		expert	3.62
le voyant	Sehende	words	B2	noun	masculine	voyant	3.62
l' engouement	Begeisterung	words	B2	noun	masculine	engouement	3.62
l' Exode	Exodus	words	B2	noun	masculine	exode	3.62
l' organisateur	Organisator	words	B2	noun	masculine	organisateur	3.62
la devise	Motto	words	B2	noun	feminine	devise	3.62
bercer	wiegen	words	B2	verb		bercer	3.61
pointer	richten	words	B2	verb		pointer	3.61
valider	bestätigen	words	B2	verb		valider	3.60
l' hormone	Hormon	words	B2	noun	feminine	hormone	3.60
la grisaille	Grisaille	words	B2	noun	feminine	grisaille	3.60
la constatation	Feststellung	words	B2	noun	feminine	constatation	3.60
plaider	plädieren	words	B2	verb		plaider	3.59
le volant	Lenkrad	words	B2	noun	masculine	volant	3.59
respectif	respektiv	words	B2	adjective		respectif	3.59
contester	streiten	words	B2	verb		contester	3.59
la brique	Ziegel	words	B2	noun	feminine	brique	3.58
la fibre	Faser	words	B2	noun	feminine	fibre	3.58
disperser	auflösen	words	B2	verb		disperser	3.58
raisonner	urteilen	words	B2	verb		raisonner	3.58
le campus	Campus	words	B2	noun	masculine	campus	3.57
vouer	weihen	words	B2	verb		vouer	3.56
familier	familiär	words	B2	noun		familier	3.56
subtil	subtil	words	B2	adjective	masculine	subtil	3.56
engendrer	zeugen	words	B2	verb		engendrer	3.56
le cadavre	Aas	words	B2	noun	masculine	cadavre	3.55
l' implication	Einbeziehung	words	B2	noun	feminine	implication	3.55
la lieue	Leuge	words	B2	noun	feminine	lieue	3.55
le reflet	Reflex	words	B2	noun	masculine	reflet	3.54
infectieux	infektiös	words	B2	adjective		infectieux	3.54
restituer	erstatten	words	B2	verb		restituer	3.53
l' abolition	Abolition	words	B2	noun	feminine	abolition	3.53
institutionnel	institutionell	words	B2	adjective		institutionnel	3.53
l' impasse	Holzweg	words	B2	noun	feminine	impasse	3.52
confus	verstörend	words	B2	adjective	masculine	confus	3.52
la suppression	Abbau	words	B2	noun	feminine	suppression	3.51
le formulaire	Formular	words	B2	noun	masculine	formulaire	3.50
le microprocesseur	Mikroprozessor	words	B2	noun	masculine	microprocesseur	3.50
l' Indien	Inder	words	B2	noun	masculine	indien	3.50
l' intrigue	Handlungsfaden	words	B2	noun	feminine	intrigue	3.50
la nuance	Ton	words	B2	noun	feminine	nuance	3.49
l' attraction	Anziehung	words	B2	noun	feminine	attraction	3.49
l' arcade	Bogengang	words	B2	noun	feminine	arcade	3.48
le marbre	Marmor	words	B2	noun	masculine	marbre	3.48
la sonnerie	Läuten	words	B2	noun	feminine	sonnerie	3.48
le muguet	Soor	words	B2	noun	masculine	muguet	3.48
la domination	Herrschaft	words	B2	noun	feminine	domination	3.47
l' aptitude	Eignung	words	B2	noun	feminine	aptitude	3.47
la ruelle	Gasse	words	B2	noun	feminine	ruelle	3.46
le rongeur	Nager	words	B2	noun	masculine	rongeur	3.46
optimiste	optimistisch	words	B2	adjective		optimiste	3.46
cru	krud	words	B2	noun		cru	3.45
l' obsession	Zwangsvorstellung	words	B2	noun	feminine	obsession	3.45
visuel	visuell	words	B2	adjective		visuel	3.45
sortir	hinausgehen	words	B2	noun		sortir	3.44
l' halle	Markthalle	words	B2	noun	feminine	halle	3.43
le tome	Band	words	B2	noun	masculine	tome	3.43
gravir	erklimmen	words	B2	verb		gravir	3.42
nouer	binden	words	B2	verb		nouer	3.42
sauf	außer	words	B2	adjective		sauf	3.41
hexagonal	hexagonal	words	B2	adjective		hexagonal	3.41
neutre	neutral	words	B2	adjective		neutre	3.41
adjoindre	anfügen	words	B2	verb		adjoindre	3.38
l' extension	Anbau	words	B2	noun	feminine	extension	3.38
le capteur	Sensor	words	B2	noun	masculine	capteur	3.35
le pou	Laus	words	B2	noun	masculine	pou	3.35
le coureur	Läufer	words	B2	noun	masculine	coureur	3.32
le riverain	Anlieger	words	B2	noun	masculine	riverain	3.31
l' asile	Asyl	words	B2	noun	masculine	asile	3.31
le jasmin	Jasmin	words	B2	noun	masculine	jasmin	3.31
la fracture	Bruch	words	B2	noun	feminine	fracture	3.31
le quota	Quote	words	B2	noun	masculine	quota	3.31
affaiblir	schwächen	words	B2	verb		affaiblir	3.30
respectivement	respektive	words	B2	adverb		respectivement	3.28
le squelette	Gerippe	words	B2	noun	masculine	squelette	3.28
capter	fassen	words	B2	verb		capter	3.26
le maquillage	Make-up	words	B2	noun	masculine	maquillage	3.26
l' individualisme	Individualismus	words	B2	noun	masculine	individualisme	3.25
conventionnel	konventionell	words	B2	adjective	masculine	conventionnel	3.25
protagoniste	Protagonist	words	B2	noun		protagoniste	3.25
coincer	verkeilen	words	B2	verb		coincer	3.23
balayer	fegen	words	B2	verb		balayer	3.23
le plancher	Boden	words	B2	noun	masculine	plancher	3.23
impuissant	unfähig	words	B2	adjective	masculine	impuissant	3.23
enseignant	Lehrerin	words	B2	adjective	masculine	enseignant	3.23
atomique	atomar	words	B2	adjective		atomique	3.22
catastrophique	katastrophal	words	B2	adjective		catastrophique	3.22
galoper	galoppieren	words	B2	verb		galoper	3.21
la vitrine	Vitrine	words	B2	noun	feminine	vitrine	3.21
compenser	ersetzen	words	B2	verb		compenser	3.21
la destruction	Verwüstung	words	B2	noun	feminine	destruction	3.21
la pertinence	Relevanz	words	B2	noun	feminine	pertinence	3.21
distinct	verschieden	words	B2	adjective		distinct	3.21
administrer	leiten	words	B2	verb		administrer	3.20
la frustration	Frust	words	B2	noun	feminine	frustration	3.19
la climatisation	Klimaanlage	words	B2	noun	feminine	climatisation	3.19
la migration	Migration	words	B2	noun	feminine	migration	3.19
la carotte	Möhre	words	B2	noun	feminine	carotte	3.19
recruter	werben	words	B2	verb		recruter	3.18
reconstituer	wiederherstellen	words	B2	verb		reconstituer	3.17
rajouter	hinzufügen	words	B2	verb		rajouter	3.17
consentir	zustimmen	words	B2	verb		consentir	3.16
la trompette	Trompete	words	B2	noun	feminine	trompette	3.16
toxique	giftig	words	B2	adjective		toxique	3.16
refroidir	kühlen	words	B2	verb		refroidir	3.15
la multitude	Menge	words	B2	noun	feminine	multitude	3.15
stocker	lagern	words	B2	verb		stocker	3.15
filer	spinnen	words	B2	verb		filer	3.15
interdit	verboten	words	B2	noun		interdit	3.15
le plomb	Lot	words	B2	noun	masculine	plomb	3.14
la grammaire	Grammatik	words	B2	noun	feminine	grammaire	3.13
proche	nächst	words	B2	noun		proche	3.13
le pourcentage	Hundertsatz	words	B2	noun	masculine	pourcentage	3.12
sobre	mäßig	words	B2	adjective		sobre	3.11
le pasteur	Hirt	words	B2	noun	masculine	pasteur	3.11
accoucher	gebären	words	B2	verb		accoucher	3.11
mou	weich	words	B2	adjective		mou	3.11
le fric	Kies	words	B2	noun	masculine	fric	3.11
la Gueule	Göhl	words	B2	noun	feminine	gueule	3.11
ancrer	ankern	words	B2	verb		ancrer	3.10
la qualification	Qualifikation	words	B2	noun	feminine	qualification	3.10
le pigeon	Taube	words	B2	noun	masculine	pigeon	3.10
errer	irren	words	B2	verb		errer	3.10
le refroidissement	Abkühlung	words	B2	noun	masculine	refroidissement	3.10
le constructeur	Konstruktor	words	B2	noun	masculine	constructeur	3.10
le rayonnement	Strahlung	words	B2	noun	masculine	rayonnement	3.09
le tapis	Teppich	words	B2	noun	masculine	tapis	3.08
actionner	antreiben	words	B2	verb		actionner	3.08
le collier	Kummet	words	B2	noun	masculine	collier	3.07
occasionner	bereiten	words	B2	verb		occasionner	3.07
moqueur	spöttisch	words	B2	adjective		moqueur	3.06
l' allumette	Zündholz	words	B2	noun	feminine	allumette	3.06
le bandit	Dieb	words	B2	noun	masculine	bandit	3.06
usager	Nutzer	words	B2	noun		usager	3.06
l' oxyde	Oxid	words	B2	noun	masculine	oxyde	3.06
architectural	architektonisch	words	B2	adjective		architectural	3.06
cuisiner	backen	words	B2	verb		cuisiner	3.06
la fabrique	Werk	words	B2	noun	feminine	fabrique	3.06
le relief	Relief	words	B2	noun	masculine	relief	3.06
la butte	Anhöhe	words	B2	noun	feminine	butte	3.05
lucratif	lukrativ	words	B2	adjective		lucratif	3.05
principal	Haupt	words	B2	noun		principal	3.05
surfer	surfen	words	B2	verb		surfer	3.04
la basilique	Basilika	words	B2	noun	feminine	basilique	3.04
la ruse	List	words	B2	noun	feminine	ruse	3.04
restant	übrig	words	B2	adjective		restant	3.04
l' emballage	Packung	words	B2	noun	masculine	emballage	3.03
la fonte	Guss	words	B2	noun	feminine	fonte	3.03
bobo	Bobo	words	B2	noun		bobo	3.03
contempler	anschauen	words	B2	verb		contempler	3.02
nomade	nomadisch	words	B2	adjective		nomade	3.02
la vieillesse	Alter	words	B2	noun	feminine	vieillesse	3.02
la remise	Remis	words	B2	noun	feminine	remise	3.01
le bailleur	Vermieter	words	B2	noun	masculine	bailleur	3.01
le recrutement	Anwerbung	words	B2	noun	masculine	recrutement	3.00
horizontal	waagrecht	words	B2	adjective	masculine	horizontal	3.00
la dose	Dosis	words	B2	noun	feminine	dose	2.99
circulaire	rund	words	B2	adjective		circulaire	2.99
le carnaval	Fasching	words	B2	noun	masculine	carnaval	2.98
la tulipe	Tulpe	words	B2	noun	feminine	tulipe	2.97
l' ambre	Bernstein	words	B2	noun	masculine	ambre	2.97
fascinant	fesselnd	words	B2	adjective	masculine	fascinant	2.96
le stock	Lager	words	B2	noun	masculine	stock	2.96
le naturel	angeboren	words	B2	noun	masculine	naturel	2.96
le renforcement	Zunahme	words	B2	noun	masculine	renforcement	2.95
la berge	Ufer	words	B2	noun	feminine	berge	2.95
scandaleux	anstößig	words	B2	adjective		scandaleux	2.94
tisser	weben	words	B2	verb		tisser	2.94
copier	kopieren	words	B2	verb		copier	2.93
l' appelant	Beschwerdeführer	words	B2	noun	masculine	appelant	2.91
l' acheteur	Käufer	words	B2	noun	masculine	acheteur	2.91
saigner	bluten	words	B2	verb		saigner	2.91
triomphant	triumphierend	words	B2	adjective	masculine	triomphant	2.90
le truc	Ding	words	B2	noun	masculine	truc	2.90
transversal	transversal	words	B2	adjective		transversal	2.90
la vieille	alte Frau	words	B2	noun	feminine	vieille	2.89
maximum	Maximum	words	B2	noun		maximum	2.89
le puzzle	Puzzle	words	B2	noun	masculine	puzzle	2.89
la chaussette	Socke	words	B2	noun	feminine	chaussette	2.88
miel	Honig	words	B2	noun		miel	2.88
nullement	keineswegs	words	B2	adverb		nullement	2.87
la truffe	Depp	words	B2	noun	feminine	truffe	2.87
la pompe	Gala	words	B2	noun	feminine	pompe	2.87
la gymnastique	Turnen	words	B2	noun	feminine	gymnastique	2.85
le globe	Globus	words	B2	noun	masculine	globe	2.85
le chauffage	Heizung	words	B2	noun	masculine	chauffage	2.85
quelconque	ein	words	B2	adjective		quelconque	2.85
documentaire	Dokumentation	words	B2	adjective	masculine	documentaire	2.84
l' infrastructure	Infrastruktur	words	B2	noun	feminine	infrastructure	2.84
injecter	injizieren	words	B2	verb		injecter	2.84
normand	normannisch	words	B2	adjective		normand	2.81
le verbe	Verb	words	B2	noun	masculine	verbe	2.81
le gouffre	Tiefe	words	B2	noun	masculine	gouffre	2.81
le rempart	Wall	words	B2	noun	masculine	rempart	2.80
fertile	fruchtbar	words	B2	adjective		fertile	2.79
rebelle	abtrünnig	words	B2	noun		rebelle	2.79
crucial	essenziell	words	B2	adjective	masculine	crucial	2.79
l' avortement	Abbruch	words	B2	noun	masculine	avortement	2.79
la ficelle	Schnur	words	B2	noun	feminine	ficelle	2.78
le magistrat	Stadträt	words	B2	noun	masculine	magistrat	2.78
le colloque	Kolloquium	words	B2	noun	masculine	colloque	2.78
la biologie	Biologie	words	B2	noun	feminine	biologie	2.77
respiratoire	respiratorisch	words	B2	adjective		respiratoire	2.77
accentuer	betonen	words	B2	verb		accentuer	2.77
respectable	ehrbar	words	B2	adjective		respectable	2.77
le cordon	Schweißwulst	words	B2	noun	masculine	cordon	2.76
malicieux	boshaft	words	B2	adjective		malicieux	2.75
audacieux	keck	words	B2	adjective	masculine	audacieux	2.74
sculpter	schnitzen	words	B2	verb		sculpter	2.74
la selle	Sattel	words	B2	noun	feminine	selle	2.73
mauve	mauve	words	B2	adjective		mauve	2.72
fiable	verlässlich	words	B2	adjective		fiable	2.72
l' injure	Anstoß	words	B2	noun	feminine	injure	2.69
le lis	Lilie	words	B2	noun	masculine	lis	2.67
l' esclavage	Sklaverei	words	B2	noun	masculine	esclavage	2.67
le paresseux	Faultier	words	B2	noun	masculine	paresseux	2.66
souterrain	unter tage	words	B2	adjective		souterrain	2.66
la tuberculose	Tuberkulose	words	B2	noun	feminine	tuberculose	2.65
le portugais	Sprache	words	B2	noun	masculine	portugais	2.65
fossile	Petrefakt	words	B2	adjective	masculine	fossile	2.64
insensible	gefühllos	words	B2	adjective		insensible	2.64
concourir	mitwirken	words	B2	verb		concourir	2.63
le creuset	Tiegel	words	B2	noun	masculine	creuset	2.63
la borne	Markstein	words	B2	noun	feminine	borne	2.62
conscient	bewusst	words	B2	adjective		conscient	2.62
la division	Teilung	words	B2	noun	feminine	division	2.62
la globalisation	Globalisierung	words	B2	noun	feminine	globalisation	2.62
satisfaisant	befriedigend	words	B2	adjective		satisfaisant	2.62
le postier	Postbote	words	B2	noun	masculine	postier	2.61
la lanterne	Laterne	words	B2	noun	feminine	lanterne	2.61
l' haie	Hecke	words	B2	noun	feminine	haie	2.60
rigoureux	hart	words	B2	adjective		rigoureux	2.59
le tél	Tel	words	B2	noun	masculine	tel	2.59
agacer	reizen	words	B2	verb		agacer	2.59
le consensus	Konsens	words	B2	noun	masculine	consensus	2.59
rallonger	verlängern	words	B2	verb		rallonger	2.59
enclin	neigen	words	B2	adjective		enclin	2.58
la concession	Zugeständnis	words	B2	noun	feminine	concession	2.58
convier	bestellen	words	B2	verb		convier	2.58
assembler	mitnehmen	words	B2	verb		assembler	2.58
tripler	verdreifachen	words	B2	verb		tripler	2.57
excepter	ausnehmen	words	B2	verb		excepter	2.57
le tunnel	Tunnel	words	B2	noun	masculine	tunnel	2.57
la bombe	Bombe	words	B2	noun	feminine	bombe	2.57
la finale	Finale	words	B2	noun	feminine	finale	2.57
l' enrichissement	Anreicherung	words	B2	noun	masculine	enrichissement	2.56
nostalgique	nostalgisch	words	B2	adjective		nostalgique	2.56
complice	beteiligt	words	B2	noun		complice	2.56
la consigne	Order	words	B2	noun	feminine	consigne	2.56
le flux	Flut	words	B2	noun	masculine	flux	2.56
l' allongement	Dehnung	words	B2	noun	masculine	allongement	2.56
le format	Format	words	B2	noun	masculine	format	2.55
Vierge	Jungfrau	words	B2	noun		vierge	2.55
le vertige	Schwindel	words	B2	noun	masculine	vertige	2.55
inconscient	unbewußt	words	B2	adjective		inconscient	2.55
la race	Rasse	words	B2	noun	feminine	race	2.55
le paradoxe	Paradox	words	B2	noun	masculine	paradoxe	2.54
le remboursement	Rückzahlung	words	B2	noun	masculine	remboursement	2.54
balader	an der Nase herumführen	words	B2	verb		balader	2.54
demi	Hälfte	words	B2	adverb	masculine	demi	2.54
anthropologique	anthropologisch	words	B2	adjective		anthropologique	2.54
absurde	unsinnig	words	B2	noun		absurde	2.54
la guise	Weise	words	B2	noun	feminine	guise	2.54
la finance	Finanz	words	B2	noun	feminine	finance	2.54
la baleine	Wal	words	B2	noun	feminine	baleine	2.54
la muraille	Mauer	words	B2	noun	feminine	muraille	2.54
le moine	Mönch	words	B2	noun	masculine	moine	2.53
mutuel	gegenseitig	words	B2	adjective		mutuel	2.53
paisiblement	ruhig	words	B2	adverb		paisiblement	2.53
l' introduction	Vorwort	words	B2	noun	feminine	introduction	2.53
demi	halb	words	B2	adjective		demi	2.52
le promoteur	Promotor	words	B2	noun	masculine	promoteur	2.52
la corruption	Verwesung	words	B2	noun	feminine	corruption	2.52
pseudonyme	Deckname	words	B2	noun		pseudonyme	2.52
le surveillant	Aufsichtsperson	words	B2	noun	masculine	surveillant	2.52
questionner	fragen	words	B2	verb		questionner	2.52
vestimentaire	vestimentär	words	B2	adjective		vestimentaire	2.52
l' arc	Bogen	words	B2	noun	masculine	arc	2.51
la culotte	Slip	words	B2	noun	feminine	culotte	2.51
avaler	schlingen	words	B2	verb		avaler	2.51
poster	Poster	words	B2	verb	masculine	poster	2.51
le coordinateur	Koordinator	words	B2	noun	masculine	coordinateur	2.51
l' imprimerie	Druckerei	words	B2	noun	feminine	imprimerie	2.51
le gazon	Gras	words	B2	noun	masculine	gazon	2.51
la graine	Korn	words	B2	noun	feminine	graine	2.51
la tyrannie	Tyrannei	words	B2	noun	feminine	tyrannie	2.50
l' embarras	Hemmnis	words	B2	noun	masculine	embarras	2.50
implacable	unversöhnlich	words	B2	adjective		implacable	2.49
couver	brüten	words	B2	verb		couver	2.49
survoler	überfliegen	words	B2	verb		survoler	2.49
la psychologie	Psychologie	words	B2	noun	feminine	psychologie	2.48
aigle	Aar	words	B2	noun		aigle	2.48
le partisan	Parteigänger	words	B2	noun	masculine	partisan	2.48
le descendant	Abkomme	words	B2	noun	masculine	descendant	2.47
opter	wählen	words	B2	verb		opter	2.47
splendide	herrlich	words	B2	adjective		splendide	2.47
le filet	Netz	words	B2	noun	masculine	filet	2.47
l' agneau	Lamm	words	B2	noun	masculine	agneau	2.47
ruiner	ruinieren	words	B2	verb		ruiner	2.47
business	Business	words	B2	noun		business	2.47
peupler	besiedeln	words	B2	verb		peupler	2.47
la distraction	Abwechslung	words	B2	noun	feminine	distraction	2.47
hospitaliser	hospitalisieren	words	B2	verb		hospitaliser	2.46
la friche	Brache	words	B2	noun	feminine	friche	2.46
biologiste	Biologe	words	B2	noun		biologiste	2.46
la chandelle	Kerze	words	B2	noun	feminine	chandelle	2.45
avantageux	günstig	words	B2	adjective		avantageux	2.45
succomber	sterben	words	B2	verb		succomber	2.45
osciller	schwingen	words	B2	verb		osciller	2.45
flamber	flambieren	words	B2	verb		flamber	2.45
l' estimation	Bewertung	words	B2	noun	feminine	estimation	2.45
le soufre	Sulfur	words	B2	noun	masculine	soufre	2.45
le maintien	Körperhaltung	words	B2	noun	masculine	maintien	2.44
primitif	primitiv	words	B2	adjective		primitif	2.44
la pathologie	Pathologie	words	B2	noun	feminine	pathologie	2.44
boiser	bewalden	words	B2	verb		boiser	2.44
bilingue	bilingual	words	B2	adjective		bilingue	2.44
la menotte	Händchen	words	B2	noun	feminine	menotte	2.44
la modification	Änderung	words	B2	noun	feminine	modification	2.44
convive	Gast	words	B2	noun		convive	2.44
vaniteux	eitel	words	B2	adjective		vaniteux	2.44
marcher	gehen / laufen	words	B2	noun		marcher	2.43
prioritaire	prioritär	words	B2	adjective		prioritaire	2.43
le vouloir	wollen	words	B2	noun	masculine	vouloir	2.43
instable	unstet	words	B2	adjective		instable	2.43
la concentration	Konzentration	words	B2	noun	feminine	concentration	2.43
le tapage	Hype	words	B2	noun	masculine	tapage	2.43
menu	Speisekarte	words	B2	adjective	masculine	menu	2.42
desservir	abdecken	words	B2	verb		desservir	2.42
l' anonymat	Anonymität	words	B2	noun	masculine	anonymat	2.41
la teinte	Ton	words	B2	noun	feminine	teinte	2.41
effectif	effektiv	words	B2	noun		effectif	2.40
le livret	Sparbuch	words	B2	noun	masculine	livret	2.40
chouette	toll	words	B2	adjective		chouette	2.40
Grec	Griechin	words	B2	adjective	masculine	grec	2.40
l' ongle	Nagel	words	B2	noun	masculine	ongle	2.40
chauve	kahl	words	B2	adjective		chauve	2.40
extravagant	überspannt	words	B2	adjective		extravagant	2.39
la collaboration	Kollaboration	words	B2	noun	feminine	collaboration	2.39
manuel	Handbuch	words	B2	noun		manuel	2.39
parent	verwandt	words	B2	adjective		parent	2.38
sociologique	soziologisch	words	B2	adjective		sociologique	2.37
capturer	fangen	words	B2	verb		capturer	2.37
humble	demütig	words	B2	adjective		humble	2.37
le palmier	Palme	words	B2	noun	masculine	palmier	2.37
le shopping	Shopping	words	B2	noun	masculine	shopping	2.37
l' humiliation	Demütigung	words	B2	noun	feminine	humiliation	2.36
le pionnier	Pionier	words	B2	noun	masculine	pionnier	2.36
apparent	sichtbar	words	B2	adjective	masculine	apparent	2.35
la baraque	Baracke	words	B2	noun	feminine	baraque	2.35
la laisse	Leine	words	B2	noun	feminine	laisse	2.34
le cambriolage	Einbruch	words	B2	noun	masculine	cambriolage	2.34
la confusion	Konfusion	words	B2	noun	feminine	confusion	2.33
glorieux	berühmt	words	B2	adjective		glorieux	2.33
le locuteur	Sprecher	words	B2	noun	masculine	locuteur	2.32
raser	scheren	words	B2	verb		raser	2.32
le tramway	Tramzug	words	B2	noun	masculine	tramway	2.32
cohabiter	zusammenleben	words	B2	verb		cohabiter	2.32
le catalogue	Katalog	words	B2	noun	masculine	catalogue	2.32
l' enseigne	Schild	words	B2	noun	feminine	enseigne	2.32
la fanfare	Fanfare	words	B2	noun	feminine	fanfare	2.32
clinique	Klinik	words	B2	adjective		clinique	2.31
la routine	Routine	words	B2	noun	feminine	routine	2.31
redresser	aufrichten	words	B2	verb		redresser	2.31
conformiste	angepasst	words	B2	adjective		conformiste	2.30
contracter	schließen	words	B2	verb		contracter	2.30
involontaire	versehentlich	words	B2	adjective		involontaire	2.29
styliste	Designer	words	B2	noun		styliste	2.29
la caution	Kaution	words	B2	noun	feminine	caution	2.28
le buisson	Busch	words	B2	noun	masculine	buisson	2.28
la bille	Ball	words	B2	noun	feminine	bille	2.28
reconstruire	aufbauen	words	B2	verb		reconstruire	2.28
la limitation	Abbau	words	B2	noun	feminine	limitation	2.28
souhaitable	wünschenswert	words	B2	adjective		souhaitable	2.28
blanchir	weißen	words	B2	verb		blanchir	2.28
l' escale	Zwischenstop	words	B2	noun	feminine	escale	2.26
